DayOfYear,DepTime,CRSDepTime,ArrTime,CRSArrTime,Unnamed: 0,DayOfWeek,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
185,832,805,885,870,8776,4,MQ,3021,N818AE,53.0,65.0,28.0,15.0,27,LAX,SAN,109,3.0,22.0,0,N,0
366,786,770,894,900,8777,3,WN,38,N438WN,108.0,130.0,100.0,-6.0,16,BNA,HOU,670,2.0,6.0,0,N,0
119,532,507,618,600,8778,1,UA,437,N367UA,86.0,93.0,65.0,18.0,25,ORD,MCI,403,9.0,12.0,0,N,0
21,711,700,861,845,8779,1,MQ,4014,N610AE,90.0,85.0,68.0,16.0,11,ORD,TYS,475,3.0,19.0,0,N,0
31,1094,1080,1168,1136,8780,4,US,1534,N574US,74.0,56.0,49.0,32.0,14,RDU,CLT,130,3.0,22.0,0,N,0
161,1247,1175,1389,1245,8781,1,MQ,4445,N521AE,202.0,130.0,98.0,144.0,72,ATL,ORD,606,3.0,101.0,0,N,0
180,369,360,423,417,8782,6,AS,55,N765AS,54.0,57.0,42.0,6.0,9,ANC,FAI,261,3.0,9.0,0,N,0
245,823,810,1060,1062,8783,1,OO,3782,N805SK,177.0,192.0,157.0,-2.0,13,SLC,IAH,1195,8.0,12.0,0,N,0
254,659,590,773,675,8784,3,AA,1928,N499AA,114.0,85.0,71.0,98.0,69,LAX,SFO,337,4.0,39.0,0,N,0
335,834,820,900,875,8785,7,WN,978,N639SW,126.0,115.0,109.0,25.0,14,BWI,BNA,588,5.0,12.0,0,N,0
114,949,865,1049,977,8786,3,US,1182,N700UW,100.0,112.0,79.0,72.0,84,CLT,LGA,544,5.0,16.0,0,N,0
59,1195,1135,1319,1265,8787,4,US,1935,N445US,124.0,130.0,84.0,54.0,60,LGA,CLT,544,8.0,32.0,0,N,0
173,1438,1425,585,585,8788,6,AA,238,N5DHAA,407.0,420.0,387.0,0.0,13,LAX,SJU,3386,4.0,16.0,0,N,0
350,456,450,479,477,8789,1,XE,2349,N12924,83.0,87.0,65.0,2.0,6,CLE,MKE,328,6.0,12.0,0,N,0
355,1286,1105,1397,1206,8790,6,OO,6548,N906SW,171.0,161.0,139.0,191.0,181,MKE,DEN,895,14.0,18.0,0,N,0
2,527,507,565,555,8791,3,EV,4734,N835AS,38.0,48.0,23.0,10.0,20,ATL,CHA,106,1.0,14.0,0,N,0
44,573,555,688,684,8792,3,CO,357,N37253,235.0,249.0,209.0,4.0,18,IAH,RNO,1530,3.0,23.0,0,N,0
106,1047,1023,1078,1060,8793,2,OO,5724,N582SW,31.0,37.0,20.0,18.0,24,MOD,SFO,78,5.0,6.0,0,N,0
41,551,540,719,717,8794,7,9E,4714,87459E,108.0,117.0,73.0,2.0,11,MSP,CMH,627,14.0,21.0,0,N,0
47,1184,1175,1298,1300,8795,6,WN,3252,N466WN,54.0,65.0,43.0,-2.0,9,MDW,CMH,284,4.0,7.0,0,N,0
228,1072,1025,1188,1154,8796,5,EV,4664,N838AS,116.0,129.0,96.0,34.0,47,MDT,ATL,619,11.0,9.0,0,N,0
308,1128,1121,20,39,8797,1,UA,124,N851UA,212.0,238.0,197.0,-19.0,7,LAX,ORD,1745,4.0,11.0,0,N,0
366,1159,1150,1316,1307,8798,3,XE,2848,N11539,157.0,157.0,134.0,9.0,9,IAH,MKE,984,5.0,18.0,0,N,0
49,1109,1079,1264,1220,8799,1,FL,846,N997AT,155.0,141.0,136.0,44.0,30,HPN,ATL,780,8.0,11.0,0,N,0
75,429,405,572,505,8800,6,US,1583,N191UW,143.0,100.0,120.0,67.0,24,PHL,CLT,448,11.0,12.0,0,N,0
246,642,545,729,632,8801,2,US,1806,N715UW,87.0,87.0,69.0,97.0,97,MDT,CLT,413,2.0,16.0,0,N,0
300,814,805,926,925,8802,7,WN,2451,N413WN,232.0,240.0,221.0,1.0,9,MDW,LAS,1521,5.0,6.0,0,N,0
364,655,645,745,740,8803,1,9E,5868,91709E,90.0,95.0,71.0,5.0,10,CVG,PHL,507,3.0,16.0,0,N,0
53,1193,1160,1271,1235,8804,5,WN,2116,N317WN,78.0,75.0,65.0,36.0,33,ABQ,PHX,328,5.0,8.0,0,N,0
253,521,435,636,519,8805,2,DL,359,N922DL,115.0,84.0,61.0,117.0,86,SDF,ATL,321,31.0,23.0,0,N,0
290,1140,1099,1200,1150,8806,4,YV,2771,N17337,120.0,111.0,83.0,50.0,41,COS,PHX,551,11.0,26.0,0,N,0
147,471,455,685,666,8807,1,UA,222,N398UA,154.0,151.0,137.0,19.0,16,MSY,IAD,954,6.0,11.0,0,N,0
190,931,885,1123,1085,8808,2,F9,612,N915FR,132.0,140.0,115.0,38.0,46,SAN,DEN,853,6.0,11.0,0,N,0
363,1090,1070,1213,1189,8809,7,UA,407,N578UA,183.0,179.0,164.0,24.0,20,DEN,SEA,1024,5.0,14.0,0,N,0
316,935,925,1010,1005,8810,2,WN,1394,N486WN,75.0,80.0,62.0,5.0,10,LAS,RNO,345,4.0,9.0,0,N,0
358,1017,790,1104,855,8811,2,WN,3157,N675AA,87.0,65.0,55.0,249.0,227,MDW,STL,251,13.0,19.0,0,N,0
175,1327,1295,1402,1379,8812,1,F9,419,N902FR,135.0,144.0,118.0,23.0,32,DEN,LAX,862,6.0,11.0,0,N,0
362,825,750,1005,846,8813,6,OH,6296,N597SW,180.0,96.0,99.0,159.0,75,BOS,PHL,280,16.0,65.0,0,N,0
5,1072,1050,1191,1170,8814,6,AA,1290,N3ATAA,179.0,180.0,157.0,21.0,22,STX,MIA,1139,2.0,20.0,0,N,0
188,1172,1165,1270,1260,8815,7,WN,2089,N342SW,98.0,95.0,79.0,10.0,7,STL,DAL,546,7.0,12.0,0,N,0
121,621,615,711,702,8816,3,US,1270,N506AU,90.0,87.0,50.0,9.0,6,PHL,BOS,280,4.0,36.0,0,N,0
211,954,910,1044,1015,8817,2,AA,1215,N508AA,150.0,165.0,124.0,29.0,44,BOS,ORD,867,12.0,14.0,0,N,0
15,465,450,573,546,8818,2,UA,1154,N432UA,108.0,96.0,60.0,27.0,15,JAC,DEN,406,5.0,43.0,0,N,0
182,849,800,1098,1023,8819,1,UA,1532,N481UA,189.0,163.0,164.0,75.0,49,ORD,MCO,1005,13.0,12.0,0,N,0
295,771,735,1177,1147,8820,2,US,536,N834AW,226.0,232.0,203.0,30.0,36,PHX,CLE,1737,9.0,14.0,0,N,0
214,1161,1155,1246,1242,8821,5,XE,2600,N15572,85.0,87.0,63.0,4.0,6,CLE,BTV,489,4.0,18.0,0,N,0
58,1367,1305,101,35,8822,3,B6,383,N550JB,174.0,170.0,161.0,66.0,62,LGA,FLL,1076,4.0,9.0,0,N,0
330,870,860,1022,1036,8823,2,B6,62,N607JB,152.0,176.0,132.0,-14.0,10,FLL,JFK,1069,4.0,16.0,0,N,0
221,649,630,735,715,8824,5,FL,826,N899AT,86.0,85.0,64.0,20.0,19,BOS,BWI,370,6.0,16.0,0,N,0
179,1012,1003,1082,1048,8825,5,FL,547,N915AT,130.0,105.0,91.0,34.0,9,ATL,BMI,533,4.0,35.0,0,N,0
50,828,807,909,888,8826,2,F9,561,N920FR,141.0,141.0,127.0,21.0,21,DEN,SAN,853,3.0,11.0,0,N,0
329,900,880,980,952,8827,1,OH,6362,N920CA,80.0,72.0,60.0,28.0,20,GRR,CVG,268,2.0,18.0,0,N,0
131,464,450,585,573,8828,6,DL,862,N994DL,61.0,63.0,39.0,12.0,14,BHM,ATL,134,12.0,10.0,0,N,0
162,961,925,1037,1000,8829,2,MQ,3850,N621AE,76.0,75.0,56.0,37.0,36,MAF,DFW,309,5.0,15.0,0,N,0
95,842,825,853,838,8830,5,OO,6010,N915SW,71.0,73.0,42.0,15.0,17,IND,ORD,177,15.0,14.0,0,N,0
315,657,598,955,924,8831,1,US,460,N672AW,178.0,206.0,159.0,31.0,59,PHX,IND,1489,6.0,13.0,0,N,0
5,584,535,658,573,8832,6,OO,5746,N234SW,74.0,38.0,30.0,85.0,49,CLD,LAX,86,13.0,31.0,0,N,0
191,1001,989,1127,1108,8833,3,FL,144,N987AT,126.0,119.0,93.0,19.0,12,ATL,DTW,594,5.0,28.0,0,N,0
175,1220,1195,1366,1360,8834,1,WN,1948,N734SA,146.0,165.0,134.0,6.0,25,MCO,BDL,1050,3.0,9.0,0,N,0
75,1076,1050,1159,1110,8835,6,WN,735,N444WN,263.0,240.0,243.0,49.0,26,IND,PHX,1489,6.0,14.0,0,N,0
39,943,936,1017,1013,8836,5,XE,7772,N10575,74.0,77.0,53.0,4.0,7,SJC,LAX,308,9.0,12.0,0,N,0
112,880,761,976,855,8837,1,EV,4172,N631AS,96.0,94.0,79.0,121.0,119,ATL,MYR,317,1.0,16.0,0,N,0
338,1074,1055,1257,1230,8838,3,WN,2222,N751SW,303.0,295.0,268.0,27.0,19,MDW,SFO,1855,5.0,30.0,0,N,0
31,1261,1200,1306,1250,8839,4,WN,983,N256WN,45.0,50.0,34.0,56.0,61,DAL,AUS,189,3.0,8.0,0,N,0
213,1234,1175,1296,1240,8840,4,MQ,4090,N628AE,62.0,65.0,38.0,56.0,59,CID,ORD,196,18.0,6.0,0,N,0
9,1246,1235,9,15,8841,3,AS,162,N553AS,143.0,160.0,123.0,-6.0,11,SEA,PHX,1107,2.0,18.0,0,N,0
184,1049,1023,1102,1090,8842,3,FL,544,N938AT,53.0,67.0,36.0,12.0,26,ATL,SAV,215,7.0,10.0,0,N,0
206,580,569,692,681,8843,4,NW,1188,N8986E,112.0,112.0,88.0,11.0,11,DTW,MYR,636,5.0,19.0,0,N,0
280,532,510,559,527,8844,1,EV,5078,N712EV,87.0,77.0,52.0,32.0,22,ATL,JAN,341,3.0,32.0,0,N,0
217,988,950,1083,1060,8845,1,MQ,4009,N630AE,95.0,110.0,82.0,23.0,38,ORD,BHM,584,2.0,11.0,0,N,0
286,742,717,890,863,8846,7,EV,5188,N633AS,88.0,86.0,66.0,27.0,25,PFN,ATL,247,12.0,10.0,0,N,0
306,941,867,997,928,8847,6,YV,7041,N508MJ,56.0,61.0,36.0,69.0,74,IAD,PIT,183,3.0,17.0,0,N,0
213,1040,927,1260,1133,8848,4,UA,181,N581UA,400.0,386.0,350.0,127.0,113,BOS,SFO,2704,11.0,39.0,0,N,0
207,443,435,749,755,8849,5,WN,3407,N438WN,186.0,200.0,172.0,-6.0,8,LAS,STL,1372,4.0,10.0,0,N,0
286,706,695,841,833,8850,7,DL,1013,N675DL,135.0,138.0,101.0,8.0,11,PHL,ATL,665,9.0,25.0,0,N,0
18,1006,980,1178,1175,8851,5,AA,1392,N474AA,112.0,135.0,89.0,3.0,26,ORD,EWR,719,7.0,16.0,0,N,0
128,781,755,878,840,8852,3,MQ,4417,N803AE,157.0,145.0,123.0,38.0,26,HPN,ORD,738,6.0,28.0,0,N,0
366,428,420,634,616,8853,3,US,1195,N171US,326.0,316.0,294.0,18.0,8,PHL,PHX,2075,22.0,10.0,0,N,0
352,1333,1320,1424,1417,8854,3,FL,192,N318AT,91.0,97.0,70.0,7.0,13,ATL,RSW,515,5.0,16.0,0,N,0
171,1161,1135,1283,1245,8855,4,AA,1051,N584AA,182.0,170.0,164.0,38.0,26,RDU,AUS,1162,7.0,11.0,0,N,0
83,946,925,1014,985,8856,7,AA,1128,N474AA,68.0,60.0,34.0,29.0,21,AUS,DFW,190,18.0,16.0,0,N,0
148,1061,680,1208,750,8857,2,MQ,3402,N695AE,147.0,70.0,71.0,458.0,381,HOU,DFW,247,55.0,21.0,0,N,0
95,706,640,784,730,8858,5,MQ,3364,N611AE,78.0,90.0,63.0,54.0,66,DAL,MCI,461,8.0,7.0,0,N,0
352,669,640,808,779,8859,3,DL,908,N671DN,139.0,139.0,107.0,29.0,29,ATL,LGA,761,10.0,22.0,0,N,0
94,656,577,748,675,8861,4,YV,7137,N77195,92.0,98.0,71.0,73.0,79,BNA,ORD,409,6.0,15.0,0,N,0
105,778,765,881,880,8862,1,MQ,4558,N719AE,103.0,115.0,87.0,1.0,13,CMH,BOS,640,5.0,11.0,0,N,0
335,862,829,1013,948,8863,7,DL,1059,N608DA,151.0,119.0,115.0,65.0,33,BWI,ATL,576,11.0,25.0,0,N,0
31,893,885,974,963,8864,4,DL,1425,N682DA,81.0,78.0,47.0,11.0,8,ATL,RDU,356,7.0,27.0,0,N,0
195,727,665,894,770,8865,7,DL,1608,N991DL,167.0,105.0,76.0,124.0,62,ATL,RSW,515,6.0,85.0,0,N,0
166,1103,1055,1311,1218,8866,6,AS,3,N565AS,388.0,343.0,326.0,93.0,48,DCA,SEA,2329,4.0,58.0,0,N,0
24,919,904,1074,1075,8867,4,DL,1603,N697DL,155.0,171.0,118.0,-1.0,15,JFK,ATL,760,16.0,21.0,0,N,0
116,1171,1158,1291,1278,8868,5,NW,465,N762NW,120.0,120.0,92.0,13.0,13,DTW,ATL,594,11.0,17.0,0,N,0
221,783,776,854,849,8869,5,DL,1715,N919DL,71.0,73.0,50.0,5.0,7,CHS,ATL,259,10.0,11.0,0,N,0
158,1000,993,1242,1173,8870,5,FL,349,N299AT,182.0,120.0,118.0,69.0,7,MKE,ATL,669,6.0,58.0,0,N,0
34,1237,1220,1334,1327,8871,7,DL,470,N380DA,97.0,107.0,72.0,7.0,17,ATL,DCA,547,7.0,18.0,0,N,0
111,995,975,1095,1070,8872,7,MQ,4494,N506AE,100.0,95.0,81.0,25.0,20,BNA,ORD,409,9.0,10.0,0,N,0
4,765,740,847,835,8873,5,WN,806,N282WN,142.0,155.0,128.0,12.0,25,MDW,DEN,895,7.0,7.0,0,N,0
123,988,976,17,2,8874,5,US,177,N640AW,289.0,286.0,264.0,15.0,12,LAS,FLL,2174,3.0,22.0,0,N,0
258,763,744,831,807,8875,7,UA,151,N383UA,128.0,123.0,95.0,24.0,19,IAD,ORD,589,11.0,22.0,0,N,0
94,868,850,949,928,8876,4,MQ,3204,N320AE,81.0,78.0,54.0,21.0,18,SJT,DFW,228,12.0,15.0,0,N,0
251,1303,1280,1426,1391,8877,7,NW,321,N512US,243.0,231.0,215.0,35.0,23,MSP,LAX,1536,12.0,16.0,0,N,0
316,1141,1135,1274,1276,8878,2,DL,47,N139DL,313.0,321.0,282.0,-2.0,6,ATL,SFO,2139,8.0,23.0,0,N,0
190,1273,1255,1363,1343,8879,2,OH,5204,N972CA,90.0,88.0,62.0,20.0,18,CVG,IAD,388,8.0,20.0,0,N,0
233,755,740,860,835,8880,3,OH,5319,N398CA,105.0,95.0,76.0,25.0,15,CMH,ATL,446,14.0,15.0,0,N,0
56,1041,1010,1109,1074,8881,1,OO,5740,N294SW,68.0,64.0,49.0,35.0,31,IPL,LAX,181,4.0,15.0,0,N,0
274,1121,1080,1116,1090,8882,2,MQ,4340,N675AE,55.0,70.0,40.0,26.0,41,TOL,ORD,214,5.0,10.0,0,N,0
363,1129,1123,1217,1207,8883,7,FL,747,N943AT,88.0,84.0,62.0,10.0,6,ATL,MCO,403,9.0,17.0,0,N,0
257,994,890,1089,998,8884,6,EV,4298,N758EV,95.0,108.0,74.0,91.0,104,ATL,IAD,533,4.0,17.0,0,N,0
28,904,710,1134,925,8885,1,AA,2036,N497AA,170.0,155.0,116.0,209.0,194,SLC,DFW,988,16.0,38.0,0,N,0
311,825,760,984,919,8886,4,B6,832,N521JB,159.0,159.0,133.0,65.0,65,PBI,JFK,1028,6.0,20.0,0,N,0
346,611,575,790,758,8887,4,US,1005,N186US,119.0,123.0,88.0,32.0,36,ORD,PHL,678,8.0,23.0,0,N,0
195,11,1175,63,1245,8888,7,WN,1154,N719SW,52.0,70.0,43.0,258.0,276,BHM,MSY,321,3.0,6.0,0,N,0
233,1223,1099,1332,1205,8889,3,CO,551,N16618,169.0,166.0,145.0,127.0,124,RDU,IAH,1043,9.0,15.0,0,N,0
237,874,842,984,925,8890,7,EV,4640,N873AS,110.0,83.0,77.0,59.0,32,FAY,ATL,331,12.0,21.0,0,N,0
355,958,950,986,965,8891,6,MQ,4463,N517MQ,88.0,75.0,59.0,21.0,8,DTW,ORD,235,7.0,22.0,0,N,0
320,1153,1065,1356,1245,8892,6,B6,510,N706JB,203.0,180.0,134.0,111.0,88,FLL,EWR,1065,6.0,63.0,0,N,0
241,961,955,1119,1119,8893,4,US,1421,N171US,338.0,344.0,295.0,0.0,6,PHL,LAX,2401,6.0,37.0,0,N,0
306,623,615,728,713,8894,6,FL,798,N308AT,105.0,98.0,65.0,15.0,8,ATL,MCO,403,9.0,31.0,0,N,0
21,691,655,1179,1165,8895,1,UA,88,N566UA,308.0,330.0,274.0,14.0,36,SFO,EWR,2565,4.0,30.0,0,N,0
22,641,625,953,955,8896,2,WN,1300,N263WN,192.0,210.0,180.0,-2.0,16,LAS,MDW,1521,4.0,8.0,0,N,0
218,707,660,758,722,8897,2,MQ,3201,N232AE,51.0,62.0,36.0,36.0,47,DFW,LAW,140,2.0,13.0,0,N,0
350,859,850,934,930,8898,1,MQ,3405,N847MQ,75.0,80.0,56.0,4.0,9,DFW,BTR,383,3.0,16.0,0,N,0
178,1434,1427,436,410,8899,4,US,441,N631AW,262.0,243.0,223.0,26.0,7,LAS,CMH,1772,6.0,33.0,0,N,0
148,1190,1135,1270,1225,8900,2,WN,3599,N525SW,140.0,150.0,125.0,45.0,55,HOU,DEN,883,6.0,9.0,0,N,0
142,802,792,924,923,8901,3,AS,622,N647AS,122.0,131.0,91.0,1.0,10,PDX,LAS,762,16.0,15.0,0,N,0
79,957,950,1051,1053,8902,3,XE,2114,N18114,154.0,163.0,139.0,-2.0,7,MCO,IAH,853,5.0,10.0,0,N,0
130,1250,1200,8,1387,8903,5,B6,629,N183JB,258.0,247.0,201.0,61.0,50,JFK,HOU,1428,5.0,52.0,0,N,0
221,870,745,953,854,8904,5,CO,1177,N27610,83.0,109.0,57.0,99.0,125,BOS,EWR,200,7.0,19.0,0,N,0
27,864,855,974,949,8905,7,XE,7810,N14177,170.0,154.0,153.0,25.0,9,DEN,LAX,862,5.0,12.0,0,N,0
183,483,475,559,560,8906,2,MQ,4166,N508AE,76.0,85.0,55.0,-1.0,8,ORD,BNA,409,10.0,11.0,0,N,0
132,1269,1260,1337,1330,8907,7,US,2188,N769US,68.0,70.0,42.0,7.0,9,DCA,LGA,214,4.0,22.0,0,N,0
335,1239,1185,1324,1287,8908,7,DL,1235,N913DN,85.0,102.0,65.0,37.0,54,SLC,PHX,507,5.0,15.0,0,N,0
314,1281,1270,1339,1330,8909,7,WN,1484,N752SW,58.0,60.0,46.0,9.0,11,BWI,RDU,255,3.0,9.0,0,N,0
17,722,698,833,790,8910,4,NW,932,N9337,111.0,92.0,76.0,43.0,24,VPS,MEM,369,8.0,27.0,0,N,0
22,1254,1160,1410,1327,8911,2,B6,526,N633JB,156.0,167.0,128.0,83.0,94,MCO,EWR,938,6.0,22.0,0,N,0
335,723,690,873,860,8912,7,WN,1703,N451WN,150.0,170.0,134.0,13.0,33,MCO,MHT,1142,4.0,12.0,0,N,0
75,894,870,954,935,8913,6,WN,1114,N694SW,60.0,65.0,52.0,19.0,24,AMA,DAL,324,2.0,6.0,0,N,0
123,1279,1260,1,1412,8914,5,XE,2146,N21154,162.0,152.0,131.0,29.0,19,IAH,ORD,925,5.0,26.0,0,N,0
270,1345,1294,5,1401,8915,5,UA,509,N506UA,160.0,167.0,141.0,44.0,51,DEN,SEA,1024,6.0,13.0,0,N,0
62,975,930,1185,1122,8916,7,F9,375,N801FR,150.0,132.0,123.0,63.0,45,DEN,MKE,895,7.0,20.0,0,N,0
301,461,450,517,505,8917,1,AA,2413,N540AA,56.0,55.0,38.0,12.0,11,OKC,DFW,175,6.0,12.0,0,N,0
184,1205,1198,1331,1326,8918,3,FL,708,N965AT,126.0,128.0,112.0,5.0,7,MCO,DAY,808,5.0,9.0,0,N,0
201,1140,1125,1275,1280,8919,6,UA,251,N562UA,315.0,335.0,300.0,-5.0,15,IAD,PDX,2327,3.0,12.0,0,N,0
291,821,810,1254,1224,8920,5,DL,1088,N143DA,253.0,234.0,205.0,30.0,11,LAS,ATL,1747,24.0,24.0,0,N,0
227,1266,1260,1327,1318,8921,4,XE,3107,N14542,61.0,58.0,38.0,9.0,6,CLE,GRR,214,5.0,18.0,0,N,0
197,816,795,1277,1290,8922,2,CO,385,N39297,281.0,315.0,263.0,-13.0,21,PDX,EWR,2433,10.0,8.0,0,N,0
71,548,530,697,685,8923,2,CO,1622,N32404,269.0,275.0,235.0,12.0,18,IAH,PDX,1825,4.0,30.0,0,N,0
93,950,925,1123,1090,8924,3,DL,679,N923DL,173.0,165.0,143.0,33.0,25,BOS,ATL,946,9.0,21.0,0,N,0
283,809,790,860,844,8925,4,OH,6708,N641CA,51.0,54.0,29.0,16.0,19,ATL,TYS,152,6.0,16.0,0,N,0
215,860,805,916,870,8926,6,AA,1886,N071AA,56.0,65.0,35.0,46.0,55,MIA,MCO,193,6.0,15.0,0,N,0
108,909,895,1079,1070,8927,4,B6,837,N613JB,170.0,175.0,130.0,9.0,14,JFK,PBI,1028,6.0,34.0,0,N,0
224,1046,955,1228,1131,8928,1,B6,215,N608JB,362.0,356.0,338.0,97.0,91,JFK,LGB,2465,4.0,20.0,0,N,0
133,642,630,777,749,8929,1,UA,1451,N496UA,255.0,239.0,234.0,28.0,12,MCO,DEN,1545,4.0,17.0,0,N,0
243,957,871,1410,1339,8930,6,US,1750,N916UW,273.0,288.0,251.0,71.0,86,LAS,PHL,2176,5.0,17.0,0,N,0
103,975,855,1195,1048,8931,6,DL,1739,N917DL,220.0,193.0,197.0,147.0,120,BOS,TPA,1185,4.0,19.0,0,N,0
53,1127,1030,7,1340,8932,5,UA,1246,N539UA,200.0,190.0,179.0,107.0,97,DEN,BWI,1491,6.0,15.0,0,N,0
6,906,865,970,930,8933,7,WN,1609,N781WN,64.0,65.0,53.0,40.0,41,LAX,SJC,308,4.0,7.0,0,N,0
296,1286,1230,19,1408,8934,3,CO,639,N37408,173.0,178.0,145.0,51.0,56,MIA,EWR,1086,6.0,22.0,0,N,0
203,900,790,1417,1318,8935,1,UA,824,N574UA,337.0,348.0,312.0,99.0,110,SFO,BOS,2704,9.0,16.0,0,N,0
189,1211,1115,1310,1220,8936,1,NW,934,N775NC,99.0,105.0,81.0,90.0,96,MEM,ORD,491,7.0,11.0,0,N,0
90,1155,1115,1332,1286,8937,7,CO,1828,N35271,357.0,351.0,328.0,46.0,40,EWR,LAS,2227,8.0,21.0,0,N,0
56,608,500,674,572,8938,1,XE,3011,N11565,66.0,72.0,53.0,102.0,108,MSY,IAH,305,5.0,8.0,0,N,0
181,882,850,1009,992,8939,7,UA,1162,N832UA,127.0,142.0,109.0,17.0,32,DFW,ORD,802,3.0,15.0,0,N,0
347,1323,1310,1393,1385,8940,5,WN,462,N503SW,70.0,75.0,59.0,8.0,13,SJC,SAN,417,2.0,9.0,0,N,0
58,953,925,1048,1010,8941,3,OO,2873,N496CA,155.0,145.0,106.0,38.0,28,EWR,MKE,725,7.0,42.0,0,N,0
77,1246,1210,1401,1370,8942,1,AA,1282,N510AA,155.0,160.0,136.0,31.0,36,TPA,LGA,1011,6.0,13.0,0,N,0
207,189,1217,336,1380,8943,5,CO,793,N27213,147.0,163.0,127.0,396.0,412,MCO,EWR,938,9.0,11.0,0,N,0
252,1070,1055,1132,1124,8944,1,OH,6618,N487CA,62.0,69.0,41.0,8.0,15,BOS,BGR,201,8.0,13.0,0,N,0
354,1213,1200,1431,1350,8945,5,OO,6097,N707SK,278.0,210.0,240.0,81.0,13,ORD,SLC,1249,10.0,28.0,0,N,0
140,599,565,782,753,8946,1,XE,117,N11164,123.0,128.0,109.0,29.0,34,ONT,COS,789,5.0,9.0,0,N,0
149,732,715,812,805,8947,3,XE,2195,N14925,80.0,90.0,62.0,7.0,17,MOB,IAH,427,8.0,10.0,0,N,0
218,725,713,870,858,8948,2,OO,2580,N479CA,85.0,85.0,70.0,12.0,12,MKE,PIT,431,5.0,10.0,0,N,0
190,726,720,880,880,8949,2,CO,411,N16703,214.0,220.0,196.0,0.0,6,EWR,IAH,1400,7.0,11.0,0,N,0
286,373,360,455,461,8950,7,UA,201,N314UA,82.0,101.0,65.0,-6.0,13,BOS,IAD,413,4.0,13.0,0,N,0
133,731,715,788,775,8951,1,AA,1672,N3BTAA,57.0,60.0,41.0,13.0,16,DFW,TUL,237,4.0,12.0,0,N,0
68,936,914,1133,1080,8952,6,NW,1114,N529US,197.0,166.0,160.0,53.0,22,DTW,RSW,1085,4.0,33.0,0,N,0
212,1130,1115,1272,1260,8953,3,WN,3915,N724SW,82.0,85.0,68.0,12.0,15,BNA,RDU,443,4.0,10.0,0,N,0
96,753,730,827,815,8954,6,9E,5946,86659E,134.0,145.0,109.0,12.0,23,RSW,MEM,763,11.0,14.0,0,N,0
125,1076,1065,1171,1164,8955,7,UA,544,N424UA,95.0,99.0,82.0,7.0,11,SFO,PDX,550,2.0,11.0,0,N,0
95,926,890,1076,1050,8956,5,MQ,4070,N646AE,90.0,100.0,72.0,26.0,36,ORD,MDT,594,3.0,15.0,0,N,0
193,716,647,810,729,8957,5,OO,5474,N229SW,94.0,82.0,61.0,81.0,69,ACV,SFO,250,11.0,22.0,0,N,0
28,794,785,953,945,8958,1,WN,1412,N350SW,99.0,100.0,84.0,8.0,9,MSY,FLL,673,4.0,11.0,0,N,0
355,876,865,960,950,8959,6,YV,2667,N919FJ,84.0,85.0,65.0,10.0,11,CLT,SDF,336,5.0,14.0,0,N,0
351,1400,1265,148,1439,8960,2,AA,1382,N5FPAA,188.0,174.0,142.0,149.0,135,MIA,EWR,1086,12.0,34.0,0,N,0
56,589,535,723,640,8961,1,MQ,4870,N735TS,134.0,105.0,78.0,83.0,54,CMH,LGA,478,11.0,45.0,0,N,0
109,1044,995,1121,1083,8962,5,YV,7253,N501MJ,77.0,88.0,59.0,38.0,49,BDL,IAD,326,6.0,12.0,0,N,0
256,411,405,565,555,8963,5,CO,1535,N37281,334.0,330.0,313.0,10.0,6,EWR,PHX,2133,5.0,16.0,0,N,0
79,1076,1002,1177,1110,8964,3,OO,6724,N961SW,41.0,48.0,19.0,67.0,74,ORD,SBN,84,3.0,19.0,0,N,0
361,694,575,800,685,8965,5,NW,1286,N8928E,106.0,110.0,85.0,115.0,119,MSP,MDW,349,4.0,17.0,0,N,0
100,612,605,658,655,8966,3,WN,341,N550WN,106.0,110.0,97.0,3.0,7,ABQ,SAN,628,3.0,6.0,0,N,0
132,1191,1175,1338,1331,8967,7,UA,724,N828UA,87.0,96.0,69.0,7.0,16,DEN,MCI,533,6.0,12.0,0,N,0
362,698,677,804,787,8968,6,F9,178,N906FR,106.0,110.0,92.0,17.0,21,TUS,DEN,639,5.0,9.0,0,N,0
317,1020,970,1052,1005,8969,3,WN,1143,N525SW,92.0,95.0,79.0,47.0,50,DTW,BNA,457,7.0,6.0,0,N,0
268,973,960,1120,1108,8970,3,US,1221,N426US,147.0,148.0,122.0,12.0,13,FLL,DCA,899,5.0,20.0,0,N,0
69,791,780,866,855,8971,7,WN,3220,N758SW,75.0,75.0,59.0,11.0,11,LAX,RNO,390,10.0,6.0,0,N,0
56,1267,1169,1412,1269,8972,1,AA,353,N539AA,205.0,160.0,150.0,143.0,98,LGA,ORD,733,34.0,21.0,0,N,0
103,451,360,592,473,8973,6,9E,2031,91539E,141.0,113.0,109.0,119.0,91,PIT,ATL,526,10.0,22.0,0,N,0
254,775,718,836,780,8974,3,OO,5446,N292SW,61.0,62.0,46.0,56.0,57,SBP,SFO,191,5.0,10.0,0,N,0
202,846,785,872,822,8975,7,9E,5648,84779E,86.0,97.0,67.0,50.0,61,GRR,MSP,408,7.0,12.0,0,N,0
